# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "4" "-a" "/home/yc1201/rnaseq_ypd1/reference/genomic.gtf" "-t" "exon" "-g" "gene_id" "-o" "/home/yc1201/rnaseq_ypd1/results/counts/candida_counts_matrix.txt" "/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_1_WT1_Aligned.sortedByCoord.out.bam" "/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_2_WT2_Aligned.sortedByCoord.out.bam" "/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_3_kcs1-1_Aligned.sortedByCoord.out.bam" "/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_4_kcs1-2_Aligned.sortedByCoord.out.bam" "/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_5_vip1-1_Aligned.sortedByCoord.out.bam" "/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_6_vip1-2_Aligned.sortedByCoord.out.bam" "/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_7_dbl-1_Aligned.sortedByCoord.out.bam" "/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_8_dbl-2_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_1_WT1_Aligned.sortedByCoord.out.bam	/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_2_WT2_Aligned.sortedByCoord.out.bam	/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_3_kcs1-1_Aligned.sortedByCoord.out.bam	/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_4_kcs1-2_Aligned.sortedByCoord.out.bam	/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_5_vip1-1_Aligned.sortedByCoord.out.bam	/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_6_vip1-2_Aligned.sortedByCoord.out.bam	/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_7_dbl-1_Aligned.sortedByCoord.out.bam	/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_8_dbl-2_Aligned.sortedByCoord.out.bam
CAALFM_C703760WA	NC_032095.1	836244	836981	+	738	297	293	295	272	301	272	324	254
CAALFM_C703770CA	NC_032095.1	837011	837775	-	765	29	43	23	36	18	17	34	28
CAALFM_C703780CA	NC_032095.1	838198	839559	-	1362	72	61	49	44	63	58	55	35
CAALFM_C703790WA	NC_032095.1	840836	842005	+	1170	1213	1261	1349	1295	941	872	1214	1118
CAALFM_C703800WA	NC_032095.1	842328	842942	+	615	551	579	652	558	769	851	706	680
CAALFM_C703810WA	NC_032095.1	843505	846696	+	3192	1161	1291	1275	1305	1528	1402	1261	1227
CAALFM_C703820CA	NC_032095.1	846800	847324	-	525	518	571	562	598	568	689	653	632
CAALFM_C703830CA	NC_032095.1	847595	848101	-	507	614	568	628	641	832	851	796	776
CAALFM_C703840WA	NC_032095.1	848744	849739	+	996	1241	1454	1469	1363	1561	1613	1491	1465
CAALFM_C703850WA	NC_032095.1	850058	852295	+	2238	358	395	529	645	527	569	356	384
CAALFM_C703860WA	NC_032095.1	853117	854598	+	1482	3583	3129	3094	2435	5664	5298	1655	1587
CAALFM_C703870WA	NC_032095.1;NC_032095.1;NC_032095.1	855127;855278;855449	855168;855342;855881	+;+;+	540	1203	1382	1229	1212	1774	1847	1466	1357
CAALFM_C703880CA	NC_032095.1	856037	856963	-	927	565	640	553	601	705	788	709	638
CAALFM_C703890CA	NC_032095.1	857114	859144	-	2031	447	484	517	553	583	541	526	442
CAALFM_C703910WA	NC_032095.1	860161	861222	+	1062	272	276	392	356	677	703	332	277
CAALFM_C703920CA	NC_032095.1	861407	861733	-	327	34523	38445	34593	35433	28089	24841	38067	34687
CAALFM_C703930CA	NC_032095.1	862087	862881	-	795	3402	3820	3456	3507	2280	2106	3488	3129
CAALFM_C703940CA	NC_032095.1	863305	864765	-	1461	147	174	203	232	224	178	203	210
CAALFM_C703950CA	NC_032095.1;NC_032095.1	865870;865947	865915;865985	-;-	85	0	0	0	3	2	8	1	1
CAALFM_C703960CA	NC_032095.1	866443	867900	-	1458	842	1007	969	1045	1062	1152	1021	969
CAALFM_C703970CA	NC_032095.1	868066	868530	-	465	873	974	957	959	1110	970	794	793
CAALFM_C703980WA	NC_032095.1	868824	869354	+	531	381	411	435	375	406	374	437	392
CAALFM_C703990CA	NC_032095.1	869412	870218	-	807	772	855	953	1029	1066	1122	964	910
CAALFM_C704000WA	NC_032095.1	870453	872111	+	1659	463	484	371	430	505	486	418	390
CAALFM_C704010WA	NC_032095.1	872285	874201	+	1917	1003	1082	1010	880	1082	1083	1052	1015
CAALFM_C704020CA	NC_032095.1	874326	875177	-	852	3036	3130	2777	2687	3219	3278	2615	2387
CAALFM_C704030CA	NC_032095.1	875398	878340	-	2943	1131	1462	1313	1414	1330	1369	1413	1437
CAALFM_C704040CA	NC_032095.1	878586	879851	-	1266	888	929	916	967	993	972	908	889
CAALFM_C704050WA	NC_032095.1	880352	881347	+	996	717	815	679	786	765	770	867	800
CAALFM_C704060WA	NC_032095.1	881557	883278	+	1722	100	86	164	160	268	313	123	119
CAALFM_C704070CA	NC_032095.1	883464	883853	-	390	3	2	1	7	25	16	3	2
CAALFM_C704080CA	NC_032095.1	885185	885985	-	801	0	2	33	28	71	104	10	3
CAALFM_C704090CA	NC_032095.1	887242	888585	-	1344	431	457	715	688	1324	1229	511	513
CAALFM_C704100CA	NC_032095.1	889548	890204	-	657	260	284	269	318	284	337	391	399
CAALFM_C704110WA	NC_032095.1	890327	891421	+	1095	321	301	451	370	499	504	385	427
CAALFM_C704120WA	NC_032095.1	891570	891977	+	408	419	472	508	513	544	652	497	469
CAALFM_C704130CA	NC_032095.1	892096	892941	-	846	8640	9738	9736	10215	8925	9534	10534	10172
CAALFM_C704140CA	NC_032095.1	893178	893816	-	639	1292	1262	1265	1312	1082	999	1370	1205
CAALFM_C704150WA	NC_032095.1	893966	896869	+	2904	152	151	180	166	265	184	140	154
CAALFM_C704160WA	NC_032095.1	897141	898802	+	1662	107	129	157	143	203	169	101	87
CAALFM_C704170WA	NC_032095.1;NC_032095.1	898905;898973	898920;899724	+;+	768	73	88	150	114	132	139	60	75
CAALFM_C704180WA	NC_032095.1	900072	902312	+	2241	410	437	416	388	495	460	174	170
CAALFM_C704190CA	NC_032095.1	902362	904020	-	1659	1825	1974	2245	2359	2215	2331	2104	1960
CAALFM_C704200CA	NC_032095.1	904199	907276	-	3078	2114	2096	2432	2553	3043	3041	2530	2333
CAALFM_C704210CA	NC_032095.1	907552	908649	-	1098	4629	5037	4787	4870	5633	5289	5275	5275
CAALFM_C704230WA	NC_032095.1	918812	919744	+	933	16404	15697	17173	15815	15714	15816	20059	16405
CAALFM_C704240CA	NC_032095.1	924629	926377	-	1749	587	489	527	530	514	537	444	412
CAALFM_C704250WA	NC_032095.1	928797	930488	+	1692	97	115	100	91	115	120	103	96
CAALFM_C704260WA	NC_032095.1;NC_032095.1	930547;931202	930781;932679	+;+	1713	1149	1211	1279	1295	1414	1348	1222	1074
CAALFM_C704270CA	NC_032095.1	932671	933591	-	921	247	329	332	294	420	435	340	293
CAALFM_C704280CA	NC_032095.1	933644	934390	-	747	707	736	712	682	853	849	764	678
CAALFM_C704290WA	NC_032095.1	934460	934858	+	399	346	386	352	337	358	373	339	309
CAALFM_C704300WA	NC_032095.1	934878	939083	+	4206	2531	2430	2790	2445	2372	2227	2510	2163
CAALFM_C704310CA	NC_032095.1	939080	940303	-	1224	775	859	778	721	657	570	841	829
CAALFM_C704320WA	NC_032095.1	940458	940859	+	402	181	162	245	284	310	258	156	168
CAALFM_C704330CA	NC_032095.1	940993	941499	-	507	385	353	312	367	353	296	316	364
CAALFM_C704340CA	NC_032095.1	942019	942219	-	201	45	73	77	88	96	78	34	42
CAALFM_C704360CA	NC_032095.1	942825	943352	-	528	254	225	242	258	256	182	210	196
CAALFM_CR00010CA	NC_032096.1	4884	6890	-	2007	553	689	861	928	1024	905	841	769
CAALFM_CR00020WA	NC_032096.1	9111	9863	+	753	134	106	95	97	263	237	202	239
CAALFM_CR00030WA	NC_032096.1;NC_032096.1	10308;10375	10346;10418	+;+	83	7	4	28	24	77	100	6	6
CAALFM_CR00040CA	NC_032096.1	10646	11815	-	1170	196	144	222	214	334	371	177	139
CAALFM_CR00050WA	NC_032096.1	13684	14823	+	1140	232	254	289	356	588	605	182	137
CAALFM_CR00060CA	NC_032096.1	14971	16827	-	1857	927	1054	911	816	1446	1603	1003	911
CAALFM_CR00070WA	NC_032096.1	16909	21366	+	4458	379	358	321	341	632	643	306	279
CAALFM_CR00080WA	NC_032096.1	21385	24462	+	3078	5608	5979	6371	6738	12690	12081	7311	5908
CAALFM_CR00090CA	NC_032096.1	24474	25163	-	690	321	359	415	367	920	951	400	340
CAALFM_CR00100CA	NC_032096.1	25279	27540	-	2262	1717	1649	1918	1809	2569	2410	1431	1206
CAALFM_CR00110WA	NC_032096.1	28507	30687	+	2181	280	253	313	255	382	375	236	215
CAALFM_CR00120CA	NC_032096.1	30873	32402	-	1530	458	528	896	984	3035	3037	589	574
CAALFM_CR00130CA	NC_032096.1	33075	34247	-	1173	741	749	815	810	1784	1623	909	974
CAALFM_CR00140WA	NC_032096.1	36752	38833	+	2082	140	193	211	186	267	226	90	94
CAALFM_CR00150CA	NC_032096.1	39001	40227	-	1227	1574	1793	1282	1234	1095	1202	621	657
CAALFM_CR00160CA	NC_032096.1	40843	41283	-	441	725	698	706	724	925	910	859	729
CAALFM_CR00170WA	NC_032096.1	41616	43364	+	1749	167	171	215	216	411	438	182	156
CAALFM_CR00180CA	NC_032096.1	43351	44739	-	1389	335	242	355	270	598	567	312	305
CAALFM_CR00190WA	NC_032096.1	45583	48474	+	2892	644	692	712	689	1073	1058	789	646
CAALFM_CR00200WA	NC_032096.1	49655	51316	+	1662	7325	6805	8973	8920	10896	8868	3064	2711
CAALFM_CR00210WA	NC_032096.1	52344	53912	+	1569	191	210	501	425	774	760	204	215
CAALFM_CR00220WA	NC_032096.1	54836	56452	+	1617	184	167	229	163	294	290	115	113
CAALFM_CR00230WA	NC_032096.1	56627	62170	+	5544	3422	3454	3364	3305	4842	4755	3415	3290
CAALFM_CR00240WA	NC_032096.1;NC_032096.1	62271;62550	62490;62572	+;+	243	1809	1808	1903	2067	1834	1992	1962	1937
CAALFM_CR00250WA	NC_032096.1;NC_032096.1	62794;62919	62856;63164	+;+	309	10845	11738	11251	10745	12206	11480	12994	11837
CAALFM_CR00260WA	NC_032096.1	63737	67375	+	3639	1047	1164	1070	1053	1934	1949	1237	990
CAALFM_CR00270CA	NC_032096.1	67399	67866	-	468	384	406	343	370	604	495	273	320
CAALFM_CR00280CA	NC_032096.1	67793	69016	-	1224	109	174	177	164	184	167	87	63
CAALFM_CR00290WA	NC_032096.1	72120	73049	+	930	140	162	162	147	210	218	98	67
CAALFM_CR00300WA	NC_032096.1	73423	74526	+	1104	37	36	82	95	201	164	9	12
CAALFM_CR00310CA	NC_032096.1	75931	76707	-	777	2051	2022	2192	1845	1576	1117	650	929
CAALFM_CR00320CA	NC_032096.1	82153	83460	-	1308	3822	3719	4135	4194	6013	5685	3537	3595
CAALFM_CR00330CA	NC_032096.1	83900	86197	-	2298	1040	1024	1138	1055	1390	1288	545	543
CAALFM_CR00340CA	NC_032096.1	86887	87078	-	192	84	115	92	92	131	114	84	84
CAALFM_CR00350WA	NC_032096.1	88058	89263	+	1206	1506	1345	1314	1368	1746	1678	1278	1027
CAALFM_CR00360CA	NC_032096.1	89445	91775	-	2331	1037	779	1092	1041	1345	1197	610	614
CAALFM_CR00370WA	NC_032096.1	92310	94889	+	2580	511	504	551	523	823	760	623	593
CAALFM_CR00380WA	NC_032096.1	95282	96580	+	1299	37	66	80	91	192	186	74	73
CAALFM_CR00390WA	NC_032096.1	96952	102066	+	5115	255	288	364	321	631	621	225	278
CAALFM_CR00400CA	NC_032096.1	102094	104001	-	1908	987	944	1094	962	1555	1243	986	814
CAALFM_CR00410WA	NC_032096.1	104225	105304	+	1080	614	631	662	651	1147	1232	792	684
CAALFM_CR00420WA	NC_032096.1	105862	107451	+	1590	731	808	740	722	978	1094	933	852
CAALFM_CR00430CA	NC_032096.1	107586	107855	-	270	513	679	670	679	782	933	882	786
CAALFM_CR00440CA	NC_032096.1	108217	112623	-	4407	1056	1078	1246	1241	2389	2131	1697	1555
CAALFM_CR00450CA	NC_032096.1	112872	112934	-	63	2	7	5	7	8	8	3	1
CAALFM_CR00460CA	NC_032096.1	115600	116151	-	552	292	356	380	445	754	843	350	334
CAALFM_CR00470WA	NC_032096.1	116814	118070	+	1257	719	607	532	434	802	670	686	689
CAALFM_CR00480WA	NC_032096.1	118387	119088	+	702	1073	1219	1501	1501	2331	2435	1419	1273
CAALFM_CR00490WA	NC_032096.1	119368	120249	+	882	2642	3019	3130	3162	4561	4833	2997	2955
CAALFM_CR00500CA	NC_032096.1	120697	120831	-	135	2	5	69	108	222	247	9	13
CAALFM_CR00510CA	NC_032096.1	120977	121852	-	876	5737	5919	6264	6377	6035	5600	6644	6308
CAALFM_CR00520CA	NC_032096.1	122317	125556	-	3240	1472	1478	1574	1549	2880	2553	1833	1477
CAALFM_CR00530WA	NC_032096.1	126526	127080	+	555	187	182	187	150	277	274	93	108
CAALFM_CR00540CA	NC_032096.1	127168	128181	-	1014	6661	6853	6452	6152	10323	10200	4269	4347
CAALFM_CR00560WA	NC_032096.1	130642	133365	+	2724	770	784	804	799	2027	2063	731	708
CAALFM_CR00570WA	NC_032096.1	134039	135571	+	1533	980	1010	1182	1109	1653	1585	1048	1002
CAALFM_CR00580WA	NC_032096.1	136149	136787	+	639	8490	9610	8997	9153	13170	13217	9417	9171
CAALFM_CR00590WA	NC_032096.1	137383	141375	+	3993	395	409	432	371	685	616	395	321
CAALFM_CR00600CA	NC_032096.1	141503	143776	-	2274	163	134	139	159	277	299	148	143
CAALFM_CR00610WA	NC_032096.1	145023	149603	+	4581	141	90	183	243	519	437	70	54
CAALFM_CR00620CA	NC_032096.1	149870	151120	-	1251	460	430	1724	1782	9086	8415	527	492
CAALFM_CR00630WA	NC_032096.1	152179	153792	+	1614	157	175	234	222	438	420	271	348
CAALFM_CR00640WA	NC_032096.1	155196	162011	+	6816	1577	1532	1624	1860	2266	1852	1220	1263
CAALFM_CR00650WA	NC_032096.1	163014	164153	+	1140	4	0	15	5	20	20	0	1
CAALFM_CR00660WA	NC_032096.1	164515	165780	+	1266	36	54	68	73	156	149	50	21
CAALFM_CR00670CA	NC_032096.1	165832	167064	-	1233	276	433	344	335	485	461	437	468
CAALFM_CR00680WA	NC_032096.1	167245	168624	+	1380	859	1051	987	1118	1487	1565	1071	960
CAALFM_CR00690CA	NC_032096.1	168797	170080	-	1284	251	306	392	362	700	719	198	291
CAALFM_CR00700WA	NC_032096.1	170219	171604	+	1386	198	241	245	245	406	385	236	178
CAALFM_CR00710CA	NC_032096.1	171645	172334	-	690	12	17	23	26	58	51	24	18
CAALFM_CR00720WA	NC_032096.1	171661	171984	+	324	0	0	0	0	0	0	0	0
CAALFM_CR00730CA	NC_032096.1	172432	172504	-	73	0	0	2	2	15	8	5	0
CAALFM_CR00740CA	NC_032096.1	172978	174627	-	1650	447	418	733	510	1911	1707	263	407
CAALFM_CR00750CA	NC_032096.1	175807	177243	-	1437	201	244	261	174	300	275	164	114
CAALFM_CR00760CA	NC_032096.1	177792	181469	-	3678	134	125	135	96	176	171	92	84
CAALFM_CR00780CA	NC_032096.1	182254	184239	-	1986	12637	11569	11633	9780	6654	5507	3882	3337
CAALFM_CR00800CA	NC_032096.1	186234	189002	-	2769	2548	2528	2540	2937	3729	3921	2579	2193
CAALFM_CR00810WA	NC_032096.1	189237	189632	+	396	288	337	391	362	723	623	386	372
CAALFM_CR00820CA	NC_032096.1;NC_032096.1	189674;189957	189865;190655	-;-	891	536	581	669	680	1117	1045	814	599
CAALFM_CR00830WA	NC_032096.1	191176	192171	+	996	476	500	488	512	849	828	466	415
CAALFM_CR00840CA	NC_032096.1	191346	191900	-	555	0	0	0	0	0	0	0	0
CAALFM_CR00850CA	NC_032096.1	192172	197094	-	4923	397	316	623	497	1372	1152	412	400
CAALFM_CR00860CA	NC_032096.1	197957	198460	-	504	32741	35973	34143	36182	39746	39055	39560	36479
CAALFM_CR00870CA	NC_032096.1	198806	199867	-	1062	199	225	215	208	296	364	277	209
CAALFM_CR00880WA	NC_032096.1	200121	201206	+	1086	5	17	13	14	24	30	17	14
CAALFM_CR00890CA	NC_032096.1	201467	201727	-	261	11	17	21	15	18	24	17	19
CAALFM_CR00900WA	NC_032096.1	202216	203886	+	1671	294	298	384	374	621	623	423	488
CAALFM_CR00910WA	NC_032096.1	206330	206494	+	165	620	636	791	695	1739	1336	660	696
CAALFM_CR00920WA	NC_032096.1	207723	208721	+	999	10	36	105	118	342	315	23	17
CAALFM_CR00930WA	NC_032096.1	210182	210634	+	453	34	40	86	83	198	135	11	8
CAALFM_CR00970WA	NC_032096.1	215621	216148	+	528	41	51	69	36	65	76	16	17
CAALFM_CR00980CA	NC_032096.1	216776	218971	-	2196	765	739	731	749	1182	1050	769	624
CAALFM_CR00990WA	NC_032096.1	221203	221703	+	501	196	205	159	199	301	297	216	193
CAALFM_CR01000CA	NC_032096.1	221874	225995	-	4122	405	387	540	522	902	799	533	428
CAALFM_CR01010WA	NC_032096.1	227653	228033	+	381	32	30	27	27	65	51	44	39
CAALFM_CR01020CA	NC_032096.1	228566	230386	-	1821	78	156	170	177	315	271	149	132
CAALFM_CR01030WA	NC_032096.1	231760	234396	+	2637	185	192	169	167	360	339	268	185
CAALFM_CR01040CA	NC_032096.1;NC_032096.1	234556;235156	235074;235158	-;-	522	434	471	485	423	606	717	463	446
CAALFM_CR01050CA	NC_032096.1	235391	237199	-	1809	303	322	290	303	399	533	258	335
CAALFM_CR01060WA	NC_032096.1	238178	239416	+	1239	126	156	144	121	158	169	178	205
CAALFM_CR01070WA	NC_032096.1	239879	240880	+	1002	149	150	139	152	353	281	165	185
CAALFM_CR01080WA	NC_032096.1	241115	247618	+	6504	864	954	930	942	1415	1213	990	882
CAALFM_CR01090WA	NC_032096.1	248128	250674	+	2547	609	564	552	525	765	697	543	475
CAALFM_CR01100CA	NC_032096.1	250793	251212	-	420	1170	1251	1152	1193	1262	1252	1340	1227
CAALFM_CR01110WA	NC_032096.1	251455	253125	+	1671	4211	4635	4118	3900	5447	5425	4028	4022
CAALFM_CR01120CA	NC_032096.1	253261	253995	-	735	1551	1786	1623	1593	2253	2280	1810	1645
CAALFM_CR01130WA	NC_032096.1	254233	258486	+	4254	654	624	730	807	1458	1544	627	600
CAALFM_CR01140CA	NC_032096.1	258558	259598	-	1041	727	828	796	774	1231	1279	886	874
CAALFM_CR01150CA	NC_032096.1	259797	262358	-	2562	362	407	361	345	470	459	324	271
CAALFM_CR01170WA	NC_032096.1	269855	274990	+	5136	762	746	737	755	1439	1163	769	780
CAALFM_CR01180WA	NC_032096.1	275359	276201	+	843	248	257	282	300	380	411	303	323
CAALFM_CR01190CA	NC_032096.1	276255	276551	-	297	158	157	185	136	212	238	247	205
CAALFM_CR01200WA	NC_032096.1	277552	278730	+	1179	59	53	99	71	194	166	39	40
CAALFM_CR01210CA	NC_032096.1	278915	280411	-	1497	530	456	448	374	793	593	259	277
CAALFM_CR01220WA	NC_032096.1	282664	284229	+	1566	44	37	24	22	39	56	2	1
CAALFM_CR01230CA	NC_032096.1	288278	290905	-	2628	308	335	294	293	397	395	237	292
CAALFM_CR01240CA	NC_032096.1	291720	295238	-	3519	836	969	990	1185	1512	1479	996	904
CAALFM_CR01250CA	NC_032096.1	299565	299870	-	306	5	8	20	35	115	103	3	8
CAALFM_CR01260WA	NC_032096.1	300879	303074	+	2196	713	741	881	846	1430	1357	877	896
CAALFM_CR01270CA	NC_032096.1	303468	305003	-	1536	434	494	403	503	725	654	399	402
CAALFM_CR01280CA	NC_032096.1	305767	306345	-	579	12	18	9	10	46	21	12	4
CAALFM_CR01290CA	NC_032096.1	307230	310298	-	3069	1681	1779	1803	1819	2892	2734	2249	2330
CAALFM_CR01300WA	NC_032096.1;NC_032096.1	310826;310911	310829;311203	+;+	297	148	165	155	160	138	111	98	112
CAALFM_CR01310WA	NC_032096.1;NC_032096.1	311996;312299	312042;313136	+;+	885	19981	20846	18941	18538	22460	20557	21280	18901
CAALFM_CR01320CA	NC_032096.1	313501	316497	-	2997	1116	1201	1175	1107	1459	1405	946	872
CAALFM_CR01330WA	NC_032096.1	318322	321771	+	3450	259	239	516	509	1488	1431	255	212
CAALFM_CR01340WA	NC_032096.1	322485	324131	+	1647	26	17	45	31	134	105	8	15
CAALFM_CR01350CA	NC_032096.1	324493	325374	-	882	865	1005	960	932	1529	1534	1053	907
CAALFM_CR01360WA	NC_032096.1	325668	326258	+	591	163	205	319	331	593	545	195	200
CAALFM_CR01370CA	NC_032096.1	326329	327291	-	963	2756	2826	2992	3287	3360	3625	2826	2524
CAALFM_CR01380WA	NC_032096.1	327526	330459	+	2934	1102	1014	1214	1182	1773	1626	1170	1092
CAALFM_CR01390WA	NC_032096.1	330749	331477	+	729	5368	6101	5793	5334	5896	5384	5907	5413
CAALFM_CR01400WA	NC_032096.1	332022	333152	+	1131	2213	2086	2560	2350	4020	3740	2456	2173
CAALFM_CR01410CA	NC_032096.1	333193	334479	-	1287	599	693	698	856	1238	1090	718	810
CAALFM_CR01420WA	NC_032096.1	334910	336898	+	1989	305	350	361	423	742	623	387	346
CAALFM_CR01430WA	NC_032096.1	337258	337875	+	618	1055	1121	1132	957	1029	964	537	462
CAALFM_CR01440CA	NC_032096.1	338122	338310	-	189	19902	18137	18208	17028	21513	17245	12825	11318
CAALFM_CR01450CA	NC_032096.1;NC_032096.1	339491;339568	339536;339606	-;-	85	6	0	11	9	9	5	3	3
CAALFM_CR01470WA	NC_032096.1	341030	341995	+	966	969	677	807	701	3105	2619	918	1337
CAALFM_CR01480WA	NC_032096.1	342520	344247	+	1728	1667	2031	1660	1677	2413	2400	2200	2111
CAALFM_CR01490CA	NC_032096.1;NC_032096.1	344477;344852	344761;344854	-;-	288	1335	1363	1192	1253	1764	1559	1519	1606
CAALFM_CR01500WA	NC_032096.1	345897	348482	+	2586	585	689	688	633	793	687	581	608
CAALFM_CR01510CA	NC_032096.1	349038	349379	-	342	17	8	18	11	61	41	7	13
CAALFM_CR01520WA	NC_032096.1	349630	351381	+	1752	2020	2424	2149	2109	2185	1902	1590	1687
CAALFM_CR01530CA	NC_032096.1	352937	353272	-	336	10	20	59	77	195	200	20	27
CAALFM_CR01540WA	NC_032096.1	353346	355763	+	2418	139	154	162	177	305	261	146	143
CAALFM_CR01550CA	NC_032096.1	355983	357224	-	1242	268	260	346	370	609	681	364	307
CAALFM_CR01560WA	NC_032096.1	357404	358150	+	747	82	94	150	182	205	209	134	132
CAALFM_CR01570WA	NC_032096.1	358522	359118	+	597	213	212	207	220	422	348	232	180
CAALFM_CR01580CA	NC_032096.1	359334	361136	-	1803	1000	953	1156	1282	1429	1271	948	1031
CAALFM_CR01590CA	NC_032096.1;NC_032096.1	361874;363507	363436;363512	-;-	1569	1389	1570	1483	1473	2094	1936	1533	1457
CAALFM_CR01600CA	NC_032096.1	363823	366783	-	2961	314	332	406	466	879	867	431	421
CAALFM_CR01610CA	NC_032096.1	367035	368150	-	1116	1295	1404	1442	1370	2382	2176	1361	1224
CAALFM_CR01620CA	NC_032096.1	368747	371050	-	2304	834	849	868	722	802	704	953	919
CAALFM_CR01630CA	NC_032096.1	372034	373998	-	1965	36	29	27	58	63	89	32	21
CAALFM_CR01640CA	NC_032096.1	374212	375279	-	1068	186	198	179	210	261	301	101	109
CAALFM_CR01650WA	NC_032096.1	377249	377905	+	657	993	1181	977	1067	1370	1314	1083	1028
CAALFM_CR01660CA	NC_032096.1	378021	378848	-	828	1098	1145	1144	1207	1808	1642	1205	1053
CAALFM_CR01670WA	NC_032096.1	379272	380720	+	1449	562	577	573	579	880	853	579	547
CAALFM_CR01680CA	NC_032096.1	380831	383137	-	2307	2554	2877	2960	2659	3872	3461	3229	3140
CAALFM_CR01690CA	NC_032096.1	384286	387579	-	3294	14877	15992	15876	15354	27429	25941	17927	15268
CAALFM_CR01700CA	NC_032096.1	387843	390590	-	2748	480	549	645	620	858	759	584	570
CAALFM_CR01710WA	NC_032096.1	390661	391524	+	864	96	145	174	231	377	405	207	168
CAALFM_CR01720WA	NC_032096.1	391750	394848	+	3099	350	322	466	423	822	783	322	294
CAALFM_CR01730WA	NC_032096.1	395478	396188	+	711	1723	1822	1967	1736	3044	3114	1635	1387
CAALFM_CR01740WA	NC_032096.1	396471	396890	+	420	4440	5464	5198	5007	6355	6454	5761	5271
CAALFM_CR01750CA	NC_032096.1	397246	397878	-	633	3618	3973	3718	3769	5867	5395	4421	3983
CAALFM_CR01760CA	NC_032096.1	398686	400464	-	1779	13955	15510	14961	15247	19912	20204	16314	14964
CAALFM_CR01770CA	NC_032096.1	400727	403447	-	2721	384	431	607	651	1364	1242	423	348
CAALFM_CR01780WA	NC_032096.1	404537	405496	+	960	592	741	713	926	1218	1239	821	760
CAALFM_CR01790CA	NC_032096.1	405497	407908	-	2412	120	155	233	196	487	410	188	184
CAALFM_CR01800CA	NC_032096.1	408029	409024	-	996	93	69	118	95	146	110	47	71
CAALFM_CR01810CA	NC_032096.1	409235	410230	-	996	26	26	16	36	62	58	33	44
CAALFM_CR01820WA	NC_032096.1	410663	413719	+	3057	1216	1276	1229	1195	1908	1859	1170	1081
CAALFM_CR01830CA	NC_032096.1;NC_032096.1	414010;414541	414456;415965	-;-	1872	19	15	27	32	69	78	26	28
CAALFM_CR01840WA	NC_032096.1	417069	417639	+	571	0	6	3	2	6	14	1	5
CAALFM_CR01850CA	NC_032096.1	417580	417834	-	255	3	7	3	4	7	11	1	1
CAALFM_CR01860WA	NC_032096.1	417902	418700	+	799	178	201	202	197	225	181	167	144
CAALFM_CR01900CA	NC_032096.1	420757	422253	-	1497	28	47	45	33	77	60	12	18
CAALFM_CR01910CA	NC_032096.1	422477	423115	-	639	58	58	59	66	72	75	38	27
CAALFM_CR01920WA	NC_032096.1	423365	424666	+	1302	3	9	3	3	7	20	0	5
CAALFM_CR01930CA	NC_032096.1	425221	426345	-	1125	36	30	29	38	118	134	51	55
CAALFM_CR01950WA	NC_032096.1	427487	428386	+	900	1452	1710	1625	1776	2282	2291	1690	1428
CAALFM_CR01960CA	NC_032096.1	428526	429932	-	1407	501	543	579	574	861	915	533	415
CAALFM_CR01970CA	NC_032096.1;NC_032096.1	430298;431026	430957;431046	-;-	681	444	423	416	418	741	713	568	536
CAALFM_CR01980CA	NC_032096.1	431374	432228	-	855	1452	1699	1369	1422	2549	2257	1513	1404
CAALFM_CR01990CA	NC_032096.1	433224	435581	-	2358	315	278	392	365	547	694	508	486
CAALFM_CR02000CA	NC_032096.1	436061	437755	-	1695	3446	3538	3855	4056	6805	6422	3157	3210
CAALFM_CR02020CA	NC_032096.1	440887	443238	-	2352	502	506	502	513	1110	964	569	377
CAALFM_CR02030CA	NC_032096.1	445207	446703	-	1497	204	187	281	294	413	380	228	241
CAALFM_CR02040WA	NC_032096.1	447150	449222	+	2073	1154	1171	1290	1261	2369	2058	1250	1096
CAALFM_CR02050CA	NC_032096.1	449417	451918	-	2502	830	871	1025	1040	2314	2211	1001	858
CAALFM_CR02060WA	NC_032096.1	452957	453880	+	924	304	339	411	382	1021	1061	443	373
CAALFM_CR02070CA	NC_032096.1	454017	455027	-	1011	5913	5666	5753	5057	4883	3610	1429	1285
